lon lat z
79.75 38.75 -276.1948852539062
79.75 39.25 -291.1065063476562
80.25 16.25 -315.1756286621094
80.25 16.75 -331.6609802246094
80.25 17.25 -107.3019943237305
80.25 17.75 -51.31089401245117
80.25 18.25 -6.070346355438232
80.25 18.75 -8.9343900680542
80.25 19.25 273.1570434570312
80.25 19.75 274.5051879882812
80.25 20.25 286.1600036621094
80.25 20.75 62.31111145019531
80.25 21.25 -1.940534234046936
80.25 21.75 212.3644409179688
80.25 22.25 -100.6247482299805
80.25 22.75 126.2666702270508
80.25 23.25 -0.05502396821975708
80.25 23.75 195.1185150146484
80.25 24.25 27.79407501220703
80.25 24.75 70.42666625976562
80.25 25.25 0
80.25 25.75 -11.19295215606689
80.25 26.25 -35.10207748413086
80.25 26.75 -65.66735076904297
80.25 27.25 -98.39137268066406
80.25 27.75 -82.22750091552734
80.25 28.25 -67.5000991821289
80.25 28.75 -202.7655487060547
80.25 29.25 -220.0846862792969
80.25 29.75 -215.2359924316406
80.25 30.25 -194.039794921875
80.25 30.75 -139.9703369140625
80.25 31.25 -191.0649108886719
80.25 31.75 -97.04130554199219
80.25 32.25 0
80.25 32.75 0
80.25 33.25 0
80.25 33.75 -284.2670593261719
80.25 34.25 -304.8919372558594
80.25 34.75 -228.4443511962891
80.25 35.25 -136.3782196044922
80.25 35.75 -93.76615142822266
80.25 36.25 -76.14839935302734
80.25 36.75 -89.85482788085938
80.25 37.25 -82.33274841308594
80.25 37.75 -40.43110656738281
80.25 38.25 -55.00162506103516
80.25 38.75 -134.6549682617188
80.25 39.25 -151.3650817871094
80.75 16.25 -835.684814453125
80.75 16.75 -177.1448211669922
80.75 17.25 -179.4898681640625
80.75 17.75 -126.5759658813477
80.75 18.25 -174.6872711181641
80.75 18.75 -97.24530792236328
80.75 19.25 -107.5574951171875
80.75 19.75 -113.9860458374023
80.75 20.25 -93.70291900634766
80.75 20.75 -6.335312366485596
80.75 21.25 -178.7051696777344
80.75 21.75 -169.7516937255859
80.75 22.25 -122.2027435302734
80.75 22.75 -127.4605560302734
80.75 23.25 -179.9269409179688
80.75 23.75 -150.4194030761719
80.75 24.25 -99.52130126953125
80.75 24.75 -102.6983489990234
80.75 25.25 -148.9810333251953
80.75 25.75 -218.7725219726562
80.75 26.25 -138.6584320068359
80.75 26.75 -108.3580017089844
80.75 27.25 -95.85465240478516
80.75 27.75 -84.4983139038086
80.75 28.25 -105.244499206543
80.75 28.75 -389.236328125
80.75 29.25 -471.9193115234375
80.75 29.75 -292.8876037597656
80.75 30.25 -193.7290191650391
80.75 30.75 -175.0381774902344
80.75 31.25 -163.1361541748047
80.75 31.75 -150.9750518798828
80.75 32.25 -175.5452880859375
80.75 32.75 -188.4239959716797
80.75 33.25 -185.2882690429688
80.75 33.75 -195.4225006103516
80.75 34.25 -189.8418273925781
80.75 34.75 -175.5696868896484
80.75 35.25 -189.7834625244141
80.75 35.75 -184.8318176269531
80.75 36.25 -182.4420318603516
80.75 36.75 -160.2622375488281
80.75 37.25 -188.3319702148438
80.75 37.75 -210.6619720458984
80.75 38.25 -228.1629028320312
80.75 38.75 -205.4396820068359
80.75 39.25 -220.0583038330078
81.25 16.25 -2161.817626953125
81.25 16.75 -1413.457763671875
81.25 17.25 -903.259033203125
81.25 17.75 -583.4635009765625
81.25 18.25 -505.9920959472656
81.25 18.75 -484.9063720703125
81.25 19.25 -481.822998046875
81.25 19.75 -492.8686828613281
81.25 20.25 -502.0775451660156
81.25 20.75 -456.999267578125
81.25 21.25 -316.45654296875
81.25 21.75 -237.07958984375
81.25 22.25 -213.1651153564453
81.25 22.75 -217.2522125244141
81.25 23.25 -110.8889846801758
81.25 23.75 -148.0695648193359
81.25 24.25 -187.0789642333984
81.25 24.75 -127.9699249267578
81.25 25.25 -217.7677459716797
81.25 25.75 -277.8827819824219
81.25 26.25 -364.9651184082031
81.25 26.75 -379.0357666015625
81.25 27.25 -187.8835296630859
81.25 27.75 -111.8709487915039
81.25 28.25 -125.455207824707
81.25 28.75 -270.9736633300781
81.25 29.25 -335.6745910644531
81.25 29.75 -206.0152893066406
81.25 30.25 -136.9578857421875
81.25 30.75 -154.7059020996094
81.25 31.25 -220.0574493408203
81.25 31.75 -179.2600708007812
81.25 32.25 -181.0282745361328
81.25 32.75 -187.8215637207031
81.25 33.25 -186.2817687988281
81.25 33.75 -184.5368499755859
81.25 34.25 -186.5816345214844
81.25 34.75 -245.8144073486328
81.25 35.25 -297.4984436035156
81.25 35.75 -328.5940856933594
81.25 36.25 -311.5718994140625
81.25 36.75 -284.87548828125
81.25 37.25 -254.6224975585938
81.25 37.75 -242.6706848144531
81.25 38.25 -272.3871459960938
81.25 38.75 -369.7447509765625
81.25 39.25 -445.9188232421875
81.75 16.25 -2185.8544921875
81.75 16.75 -2838.572998046875
81.75 17.25 -2968.63232421875
81.75 17.75 -3039.90478515625
81.75 18.25 -3092.914306640625
81.75 18.75 -3107.35693359375
81.75 19.25 -3156.499267578125
81.75 19.75 -3147.376953125
81.75 20.25 -3225.372314453125
81.75 20.75 -3258.44384765625
81.75 21.25 -3342.66650390625
81.75 21.75 -3429.2080078125
81.75 22.25 -3425.71826171875
81.75 22.75 -3246.761474609375
81.75 23.25 -3328.383056640625
81.75 23.75 -3123.1787109375
81.75 24.25 -3178.738037109375
81.75 24.75 -3074.048583984375
81.75 25.25 -3038.486083984375
81.75 25.75 -3071.99560546875
81.75 26.25 -2998.847412109375
81.75 26.75 -2972.82763671875
81.75 27.25 -2986.88623046875
81.75 27.75 -2937.243896484375
81.75 28.25 -2910.87109375
81.75 28.75 -2926.24072265625
81.75 29.25 -2928.57763671875
81.75 29.75 -2996.52001953125
81.75 30.25 -2891.46044921875
81.75 30.75 -2781.53955078125
81.75 31.25 -2691.313232421875
81.75 31.75 -2460.901611328125
81.75 32.25 -2250.42919921875
81.75 32.75 -2067.641845703125
81.75 33.25 -1875.437744140625
81.75 33.75 -1598.487548828125
81.75 34.25 -1240.854736328125
81.75 34.75 -854.1569213867188
81.75 35.25 -727.260498046875
81.75 35.75 -507.9678955078125
81.75 36.25 -417.2447814941406
81.75 36.75 -402.3433532714844
81.75 37.25 -392.8970642089844
81.75 37.75 -384.9791870117188
81.75 38.25 -384.2939758300781
81.75 38.75 -409.0979614257812
81.75 39.25 -455.4626159667969
82.25 16.25 -2120.710693359375
82.25 16.75 -2036.407348632812
82.25 17.25 -2054.09521484375
82.25 17.75 -2112.00439453125
82.25 18.25 -2487.199951171875
82.25 18.75 -3014.720458984375
82.25 19.25 -3609.874755859375
82.25 19.75 -3667.569091796875
82.25 20.25 -3685.8896484375
82.25 20.75 -3710.849853515625
82.25 21.25 -3737.3056640625
82.25 21.75 -3768.832275390625
82.25 22.25 -3810.189453125
82.25 22.75 -3850.013916015625
82.25 23.25 -3866.6044921875
82.25 23.75 -3874.624755859375
82.25 24.25 -3873.419677734375
82.25 24.75 -3856.421142578125
82.25 25.25 -3826.343017578125
82.25 25.75 -3799.92578125
82.25 26.25 -3798.621337890625
82.25 26.75 -3784.679931640625
82.25 27.25 -3753.916748046875
82.25 27.75 -3716.24755859375
82.25 28.25 -3670.818603515625
82.25 28.75 -3618.779541015625
82.25 29.25 -3562.23388671875
82.25 29.75 -3505.2158203125
82.25 30.25 -3452.230712890625
82.25 30.75 -3196.62744140625
82.25 31.25 -3206.347412109375
82.25 31.75 -3124.489013671875
82.25 32.25 -2990.577880859375
82.25 32.75 -2933.96533203125
82.25 33.25 -2803.60693359375
82.25 33.75 -2700.7265625
82.25 34.25 -2620.228759765625
82.25 34.75 -2362.97900390625
82.25 35.25 -2098.3427734375
82.25 35.75 -2225.268798828125
82.25 36.25 -2128.19482421875
82.25 36.75 -2094.636962890625
82.25 37.25 -1846.395141601562
82.25 37.75 -1566.951416015625
82.25 38.25 -1550.106201171875
82.25 38.75 -1496.795166015625
82.25 39.25 -1479.982788085938
82.75 16.25 -1447.73486328125
82.75 16.75 -1781.858764648438
82.75 17.25 -1832.055786132812
82.75 17.75 -2636.364013671875
82.75 18.25 -4001.373291015625
82.75 18.75 -3682.249755859375
82.75 19.25 -3908.32470703125
82.75 19.75 -3916.06689453125
82.75 20.25 -3939.841552734375
82.75 20.75 -3959.2939453125
82.75 21.25 -3968.896728515625
82.75 21.75 -3970.385986328125
82.75 22.25 -3969.63427734375
82.75 22.75 -3968.391845703125
82.75 23.25 -3966.644287109375
82.75 23.75 -3964.248291015625
82.75 24.25 -3961.055908203125
82.75 24.75 -3956.856201171875
82.75 25.25 -3951.15087890625
82.75 25.75 -3942.904052734375
82.75 26.25 -3930.40869140625
82.75 26.75 -3912.009033203125
82.75 27.25 -3888.861572265625
82.75 27.75 -3866.218505859375
82.75 28.25 -3841.11328125
82.75 28.75 -3818.388916015625
82.75 29.25 -3801.97119140625
82.75 29.75 -3773.407470703125
82.75 30.25 -3718.546142578125
82.75 30.75 -3658.993408203125
82.75 31.25 -3602.763671875
82.75 31.75 -3532.580810546875
82.75 32.25 -3469.26416015625
82.75 32.75 -3437.40185546875
82.75 33.25 -3439.743408203125
82.75 33.75 -3440.813232421875
82.75 34.25 -3326.67822265625
82.75 34.75 -3224.457275390625
82.75 35.25 -3197.69775390625
82.75 35.75 -3216.6708984375
82.75 36.25 -3136.263916015625
82.75 36.75 -3101.31201171875
82.75 37.25 -3076.3564453125
82.75 37.75 -3004.48583984375
82.75 38.25 -3007.835205078125
82.75 38.75 -2992.568603515625
82.75 39.25 -2907.30615234375
83.25 16.25 -3990.20751953125
83.25 16.75 -3986.16845703125
83.25 17.25 -4009.5380859375
83.25 17.75 -4004.34716796875
83.25 18.25 -3994.853515625
83.25 18.75 -3997.99658203125
83.25 19.25 -4024.56640625
83.25 19.75 -4005.768310546875
83.25 20.25 -3999.27099609375
83.25 20.75 -3999.9931640625
83.25 21.25 -3999.976318359375
83.25 21.75 -3999.99755859375
83.25 22.25 -3999.994873046875
83.25 22.75 -3999.9970703125
83.25 23.25 -3999.99853515625
83.25 23.75 -3999.99951171875
83.25 24.25 -4000
83.25 24.75 -4000.000244140625
83.25 25.25 -4000.000244140625
83.25 25.75 -3999.99658203125
83.25 26.25 -4000.02197265625
83.25 26.75 -3999.4248046875
83.25 27.25 -3993.4873046875
83.25 27.75 -3988.220458984375
83.25 28.25 -3982.453125
83.25 28.75 -3967.015380859375
83.25 29.25 -3949.263671875
83.25 29.75 -3933.14599609375
83.25 30.25 -3918.3310546875
83.25 30.75 -3903.724365234375
83.25 31.25 -3880.06103515625
83.25 31.75 -3856.27783203125
83.25 32.25 -3837.33642578125
83.25 32.75 -3819.54833984375
83.25 33.25 -3803.972900390625
83.25 33.75 -3794.408447265625
83.25 34.25 -3780.47509765625
83.25 34.75 -3744.614990234375
83.25 35.25 -3715.883544921875
83.25 35.75 -3691.536376953125
83.25 36.25 -3667.551513671875
83.25 36.75 -3646.347412109375
83.25 37.25 -3639.124267578125
83.25 37.75 -3637.755126953125
83.25 38.25 -3629.571044921875
83.25 38.75 -3618.912841796875
83.25 39.25 -3615.82470703125
83.75 16.25 -4000.036376953125
83.75 16.75 -4000.003173828125
83.75 17.25 -4000.000732421875
83.75 17.75 -4000.01318359375
83.75 18.25 -4000.005859375
83.75 18.75 -4006.320556640625
83.75 19.25 -3987.422119140625
83.75 19.75 -4003.388671875
83.75 20.25 -3868.0009765625
83.75 20.75 -4015.309326171875
83.75 21.25 -4001.126708984375
83.75 21.75 -3999.68310546875
83.75 22.25 -3999.7158203125
83.75 22.75 -3999.92041015625
83.75 23.25 -4000.007080078125
83.75 23.75 -4000.001220703125
83.75 24.25 -4000.00048828125
83.75 24.75 -4000.00048828125
83.75 25.25 -4000.000244140625
83.75 25.75 -4000.000244140625
83.75 26.25 -4000.00048828125
83.75 26.75 -4000.000244140625
83.75 27.25 -4000
83.75 27.75 -4000.000244140625
83.75 28.25 -4000
83.75 28.75 -4000
83.75 29.25 -3999.99951171875
83.75 29.75 -4000.001708984375
83.75 30.25 -3999.973876953125
83.75 30.75 -3996.321044921875
83.75 31.25 -3972.322509765625
83.75 31.75 -3938.794189453125
83.75 32.25 -3918.619873046875
83.75 32.75 -3905.446044921875
83.75 33.25 -3895.965087890625
83.75 33.75 -3888.25732421875
83.75 34.25 -3881.2080078125
83.75 34.75 -3875.000244140625
83.75 35.25 -3869.56982421875
83.75 35.75 -3864.801025390625
83.75 36.25 -3860.5576171875
83.75 36.75 -3856.690185546875
83.75 37.25 -3853.113525390625
83.75 37.75 -3849.853271484375
83.75 38.25 -3846.929443359375
83.75 38.75 -3844.472900390625
83.75 39.25 -3842.67919921875
84.25 16.25 -3990.289794921875
84.25 16.75 -3998.5146484375
84.25 17.25 -4000.64013671875
84.25 17.75 -3996.66943359375
84.25 18.25 -3977.346923828125
84.25 18.75 -4001.385009765625
84.25 19.25 -3979.225341796875
84.25 19.75 -4000.000244140625
84.25 20.25 -3987.37890625
84.25 20.75 -3994.5166015625
84.25 21.25 -4000.892333984375
84.25 21.75 -3999.900146484375
84.25 22.25 -4002.15576171875
84.25 22.75 -4000.415283203125
84.25 23.25 -4000.010009765625
84.25 23.75 -4000.4765625
84.25 24.25 -4000.734619140625
84.25 24.75 -3996.972412109375
84.25 25.25 -3971.25927734375
84.25 25.75 -3967.144287109375
84.25 26.25 -3961.29931640625
84.25 26.75 -3975.568115234375
84.25 27.25 -3993.00732421875
84.25 27.75 -3999.7958984375
84.25 28.25 -3995.599365234375
84.25 28.75 -3990.56201171875
84.25 29.25 -3982.12646484375
84.25 29.75 -3957.73388671875
84.25 30.25 -3948.90234375
84.25 30.75 -3942.380615234375
84.25 31.25 -3937.026611328125
84.25 31.75 -3932.525390625
84.25 32.25 -3928.523681640625
84.25 32.75 -3924.96435546875
84.25 33.25 -3921.9150390625
84.25 33.75 -3919.4716796875
84.25 34.25 -3917.72607421875
84.25 34.75 -3916.713623046875
84.25 35.25 -3916.4482421875
84.25 35.75 -3916.94482421875
84.25 36.25 -3918.2255859375
84.25 36.75 -3920.3291015625
84.25 37.25 -3923.22265625
84.25 37.75 -3926.448974609375
84.25 38.25 -3928.604736328125
84.25 38.75 -3927.62451171875
84.25 39.25 -3921.37890625
84.75 16.25 -3924.470458984375
84.75 16.75 -3864.5810546875
84.75 17.25 -3775.218017578125
84.75 17.75 -3709.489990234375
84.75 18.25 -3875.25341796875
84.75 18.75 -3909.42236328125
84.75 19.25 -3865.183349609375
84.75 19.75 -3974.76904296875
84.75 20.25 -3836.69677734375
84.75 20.75 -3751.671875
84.75 21.25 -3637.922607421875
84.75 21.75 -3819.753173828125
84.75 22.25 -4002.59619140625
84.75 22.75 -4012.87255859375
84.75 23.25 -4007.334716796875
84.75 23.75 -4003.80322265625
84.75 24.25 -4004.004150390625
84.75 24.75 -3985.938720703125
84.75 25.25 -3952.43603515625
84.75 25.75 -3959.062744140625
84.75 26.25 -3954.657470703125
84.75 26.75 -3951.281005859375
84.75 27.25 -3946.5595703125
84.75 27.75 -3938.710693359375
84.75 28.25 -3924.095703125
84.75 28.75 -3903.578125
84.75 29.25 -3882.119873046875
84.75 29.75 -3864.21240234375
84.75 30.25 -3856.50634765625
84.75 30.75 -3866.899169921875
84.75 31.25 -3888.473388671875
84.75 31.75 -3886.028564453125
84.75 32.25 -3863.062744140625
84.75 32.75 -3891.775390625
84.75 33.25 -3914.365234375
84.75 33.75 -3917.29248046875
84.75 34.25 -3915.125244140625
84.75 34.75 -3914.505615234375
84.75 35.25 -3914.314453125
84.75 35.75 -3914.393798828125
84.75 36.25 -3914.568359375
84.75 36.75 -3914.40673828125
84.75 37.25 -3913.7138671875
84.75 37.75 -3912.739013671875
84.75 38.25 -3911.907470703125
84.75 38.75 -3911.472412109375
84.75 39.25 -3911.169921875
85.25 16.25 -2928.083251953125
85.25 16.75 -3292.183349609375
85.25 17.25 -3997.3154296875
85.25 17.75 -3837.20703125
85.25 18.25 -3140.90380859375
85.25 18.75 -3407.32958984375
85.25 19.25 -3446.453369140625
85.25 19.75 -3721.339599609375
85.25 20.25 -3870.654296875
85.25 20.75 -3878.2236328125
85.25 21.25 -3790.211181640625
85.25 21.75 -3821.76171875
85.25 22.25 -3740.64453125
85.25 22.75 -3640.42626953125
85.25 23.25 -3460.46337890625
85.25 23.75 -3395.9677734375
85.25 24.25 -3204.128662109375
85.25 24.75 -2971.15625
85.25 25.25 -3069.134033203125
85.25 25.75 -3165.052734375
85.25 26.25 -3334.328369140625
85.25 26.75 -3559.160400390625
85.25 27.25 -3701.053955078125
85.25 27.75 -3702.92919921875
85.25 28.25 -3482.23681640625
85.25 28.75 -3635.20068359375
85.25 29.25 -3727.700927734375
85.25 29.75 -3846.0546875
85.25 30.25 -3828.5390625
85.25 30.75 -4112.376953125
85.25 31.25 -4171.28515625
85.25 31.75 -3567.19140625
85.25 32.25 -3653.678466796875
85.25 32.75 -3861.32421875
85.25 33.25 -3895.44091796875
85.25 33.75 -3906.772216796875
85.25 34.25 -3911.179443359375
85.25 34.75 -3911.967041015625
85.25 35.25 -3912.0673828125
85.25 35.75 -3913.200927734375
85.25 36.25 -3916.34716796875
85.25 36.75 -3919.995849609375
85.25 37.25 -3913.8046875
85.25 37.75 -3894.344482421875
85.25 38.25 -3912.98583984375
85.25 38.75 -3925.923583984375
85.25 39.25 -3910.473388671875
85.75 16.25 -3219.66162109375
85.75 16.75 -3186.115966796875
85.75 17.25 -3325.615478515625
85.75 17.75 -3198.43994140625
85.75 18.25 -3082.765869140625
85.75 18.75 -3595.07177734375
85.75 19.25 -3759.219482421875
85.75 19.75 -4490.17724609375
85.75 20.25 -4407.388671875
85.75 20.75 -3915.733642578125
85.75 21.25 -3444.647705078125
85.75 21.75 -2992.564208984375
85.75 22.25 -2862.206298828125
85.75 22.75 -3122.270263671875
85.75 23.25 -2749.773681640625
85.75 23.75 -2677.785888671875
85.75 24.25 -2828.235107421875
85.75 24.75 -2947.715576171875
85.75 25.25 -3037.652099609375
85.75 25.75 -3018.956298828125
85.75 26.25 -2946.030029296875
85.75 26.75 -2969.8671875
85.75 27.25 -3265.837890625
85.75 27.75 -3200.4326171875
85.75 28.25 -3174.60205078125
85.75 28.75 -3122.097900390625
85.75 29.25 -3079.25537109375
85.75 29.75 -3138.483154296875
85.75 30.25 -3626.60791015625
85.75 30.75 -3680.208251953125
85.75 31.25 -3454.083251953125
85.75 31.75 -3234.98486328125
85.75 32.25 -3037.547119140625
85.75 32.75 -2986.388916015625
85.75 33.25 -3040.381591796875
85.75 33.75 -3416.8251953125
85.75 34.25 -3642.7734375
85.75 34.75 -3659.277099609375
85.75 35.25 -3681.822998046875
85.75 35.75 -3779.939453125
85.75 36.25 -3680.091552734375
85.75 36.75 -3527.7333984375
85.75 37.25 -3606.15478515625
85.75 37.75 -3792.49609375
85.75 38.25 -3805.826904296875
85.75 38.75 -3692.13134765625
85.75 39.25 -3797.322021484375
86.25 16.25 -3494.48974609375
86.25 16.75 -3574.289306640625
86.25 17.25 -3636.931640625
86.25 17.75 -3752.05029296875
86.25 18.25 -3779.64794921875
86.25 18.75 -3567.69287109375
86.25 19.25 -3437.59033203125
86.25 19.75 -3463.8974609375
86.25 20.25 -3413.995849609375
86.25 20.75 -3289.587646484375
86.25 21.25 -3279.16650390625
86.25 21.75 -3265.05908203125
86.25 22.25 -3342.134521484375
86.25 22.75 -3335.8857421875
86.25 23.25 -3490.880615234375
86.25 23.75 -3390.495361328125
86.25 24.25 -3227.798828125
86.25 24.75 -3024.190673828125
86.25 25.25 -2954.972412109375
86.25 25.75 -3004.1484375
86.25 26.25 -3202.0810546875
86.25 26.75 -3339.777587890625
86.25 27.25 -3341.101806640625
86.25 27.75 -3277.4755859375
86.25 28.25 -3276.055419921875
86.25 28.75 -3071.324462890625
86.25 29.25 -2425.6796875
86.25 29.75 -1891.88134765625
86.25 30.25 -1542.476318359375
86.25 30.75 -1854.620239257812
86.25 31.25 -2921.642333984375
86.25 31.75 -3671.24462890625
86.25 32.25 -3897.120849609375
86.25 32.75 -3867.2958984375
86.25 33.25 -4328.4150390625
86.25 33.75 -4264.99072265625
86.25 34.25 -4314.49658203125
86.25 34.75 -4650.94921875
86.25 35.25 -4957.498046875
86.25 35.75 -4850.837890625
86.25 36.25 -4363.7021484375
86.25 36.75 -3774.428955078125
86.25 37.25 -3832.889892578125
86.25 37.75 -3411.162353515625
86.25 38.25 -3386.063720703125
86.25 38.75 -3519.1787109375
86.25 39.25 -3545.23388671875
86.75 16.25 -3611.212158203125
86.75 16.75 -3633.247314453125
86.75 17.25 -4029.703857421875
86.75 17.75 -4275.892578125
86.75 18.25 -4315.69921875
86.75 18.75 -4347.6416015625
86.75 19.25 -4409.69189453125
86.75 19.75 -4456.17626953125
86.75 20.25 -4374.044921875
86.75 20.75 -4226.80029296875
86.75 21.25 -4079.22705078125
86.75 21.75 -3991.650146484375
86.75 22.25 -3942.615966796875
86.75 22.75 -3875.396728515625
86.75 23.25 -3823.604248046875
86.75 23.75 -3735.84716796875
86.75 24.25 -3469.19873046875
86.75 24.75 -3249.699951171875
86.75 25.25 -3237.1591796875
86.75 25.75 -3251.548828125
86.75 26.25 -3302.90966796875
86.75 26.75 -3356.474365234375
86.75 27.25 -3426.5068359375
86.75 27.75 -3498.779052734375
86.75 28.25 -3736.122314453125
86.75 28.75 -3911.1708984375
86.75 29.25 -4032.667724609375
86.75 29.75 -4180.40625
86.75 30.25 -4163.08251953125
86.75 30.75 -4058.06982421875
86.75 31.25 -3926.38720703125
86.75 31.75 -3803.83154296875
86.75 32.25 -3717.53173828125
86.75 32.75 -3558.59228515625
86.75 33.25 -3356.072265625
86.75 33.75 -3189.311279296875
86.75 34.25 -3382.7333984375
86.75 34.75 -3662.951416015625
86.75 35.25 -3477.2421875
86.75 35.75 -3308.271240234375
86.75 36.25 -3136.09912109375
86.75 36.75 -2955.328857421875
86.75 37.25 -3063.50537109375
86.75 37.75 -3468.198486328125
86.75 38.25 -3471.23974609375
86.75 38.75 -3144.63330078125
86.75 39.25 -3022.121337890625
87.25 16.25 -4345.7353515625
87.25 16.75 -4334.34228515625
87.25 17.25 -4324.47119140625
87.25 17.75 -4317.30810546875
87.25 18.25 -4315.11865234375
87.25 18.75 -4325.6962890625
87.25 19.25 -4350.80859375
87.25 19.75 -4367.78271484375
87.25 20.25 -3543.857421875
87.25 20.75 -3519.77734375
87.25 21.25 -3869.746826171875
87.25 21.75 -4058.537841796875
87.25 22.25 -4189.7958984375
87.25 22.75 -4166.69482421875
87.25 23.25 -4172.2373046875
87.25 23.75 -4216.92919921875
87.25 24.25 -4262.44677734375
87.25 24.75 -4294.57666015625
87.25 25.25 -4311.38037109375
87.25 25.75 -4314.658203125
87.25 26.25 -4313.34326171875
87.25 26.75 -4313.2255859375
87.25 27.25 -4313.4228515625
87.25 27.75 -4312.068359375
87.25 28.25 -4309.96044921875
87.25 28.75 -4308.77294921875
87.25 29.25 -4309.95849609375
87.25 29.75 -4311.3623046875
87.25 30.25 -4313.17724609375
87.25 30.75 -4309.80810546875
87.25 31.25 -4282.10986328125
87.25 31.75 -4227.962890625
87.25 32.25 -4190.2626953125
87.25 32.75 -4178.552734375
87.25 33.25 -4167.44091796875
87.25 33.75 -4159.41259765625
87.25 34.25 -4158.4912109375
87.25 34.75 -4154.1298828125
87.25 35.25 -4161.2529296875
87.25 35.75 -4314.64892578125
87.25 36.25 -4408.21142578125
87.25 36.75 -4392.0029296875
87.25 37.25 -4362.61279296875
87.25 37.75 -4331.2646484375
87.25 38.25 -4373.24951171875
87.25 38.75 -4369.12744140625
87.25 39.25 -4337.9072265625
87.75 16.25 -4285.3046875
87.75 16.75 -4227.08447265625
87.75 17.25 -4197.3447265625
87.75 17.75 -4243.97216796875
87.75 18.25 -4289.5400390625
87.75 18.75 -4297.30615234375
87.75 19.25 -4303.453125
87.75 19.75 -4306.8125
87.75 20.25 -4304.42724609375
87.75 20.75 -4301.26806640625
87.75 21.25 -4299.80126953125
87.75 21.75 -4304.45849609375
87.75 22.25 -4301.44140625
87.75 22.75 -4267.52197265625
87.75 23.25 -4265.13818359375
87.75 23.75 -4281.5390625
87.75 24.25 -4300.0029296875
87.75 24.75 -4315.39453125
87.75 25.25 -4316.521484375
87.75 25.75 -4315.14990234375
87.75 26.25 -4316.4033203125
87.75 26.75 -4317.23876953125
87.75 27.25 -4316.69873046875
87.75 27.75 -4314.56298828125
87.75 28.25 -4311.2109375
87.75 28.75 -4308.904296875
87.75 29.25 -4310.927734375
87.75 29.75 -4320.64453125
87.75 30.25 -4343.931640625
87.75 30.75 -4366.86376953125
87.75 31.25 -4382.80517578125
87.75 31.75 -4377.83251953125
87.75 32.25 -4379.86474609375
87.75 32.75 -4372.00927734375
87.75 33.25 -4369.33349609375
87.75 33.75 -4366.99267578125
87.75 34.25 -4364.6767578125
87.75 34.75 -4362.0615234375
87.75 35.25 -4359.275390625
87.75 35.75 -4356.59033203125
87.75 36.25 -4354.03515625
87.75 36.75 -4351.67919921875
87.75 37.25 -4349.5263671875
87.75 37.75 -4347.45751953125
87.75 38.25 -4345.47412109375
87.75 38.75 -4343.478515625
87.75 39.25 -4341.306640625
88.25 16.25 -4307.43310546875
88.25 16.75 -4305.59814453125
88.25 17.25 -4304.314453125
88.25 17.75 -4303.0751953125
88.25 18.25 -4301.69921875
88.25 18.75 -4300.85986328125
88.25 19.25 -4300.9228515625
88.25 19.75 -4301.474609375
88.25 20.25 -4302.220703125
88.25 20.75 -4302.96337890625
88.25 21.25 -4303.623046875
88.25 21.75 -4304.17724609375
88.25 22.25 -4304.63427734375
88.25 22.75 -4304.99853515625
88.25 23.25 -4305.2802734375
88.25 23.75 -4305.4990234375
88.25 24.25 -4305.6630859375
88.25 24.75 -4305.81787109375
88.25 25.25 -4306.052734375
88.25 25.75 -4306.30126953125
88.25 26.25 -4306.5849609375
88.25 26.75 -4306.998046875
88.25 27.25 -4307.59375
88.25 27.75 -4308.3447265625
88.25 28.25 -4309.10986328125
88.25 28.75 -4309.5400390625
88.25 29.25 -4309.5
88.25 29.75 -4309.72998046875
88.25 30.25 -4310.70751953125
88.25 30.75 -4312.17041015625
88.25 31.25 -4313.4921875
88.25 31.75 -4314.59326171875
88.25 32.25 -4315.53564453125
88.25 32.75 -4316.32080078125
88.25 33.25 -4316.98681640625
88.25 33.75 -4317.54150390625
88.25 34.25 -4317.9423828125
88.25 34.75 -4318.18798828125
88.25 35.25 -4318.23974609375
88.25 35.75 -4318.0439453125
88.25 36.25 -4317.60205078125
88.25 36.75 -4316.8798828125
88.25 37.25 -4315.86767578125
88.25 37.75 -4314.61083984375
88.25 38.25 -4313.134765625
88.25 38.75 -4311.54248046875
88.25 39.25 -4309.9755859375
88.75 16.25 -4294.0185546875
88.75 16.75 -4293.849609375
88.75 17.25 -4293.71240234375
88.75 17.75 -4293.619140625
88.75 18.25 -4293.5771484375
88.75 18.75 -4293.58349609375
88.75 19.25 -4293.64013671875
88.75 19.75 -4293.7392578125
88.75 20.25 -4293.8662109375
88.75 20.75 -4294.03515625
88.75 21.25 -4294.24658203125
88.75 21.75 -4294.49755859375
88.75 22.25 -4294.7861328125
88.75 22.75 -4295.09814453125
88.75 23.25 -4295.4287109375
88.75 23.75 -4295.78955078125
88.75 24.25 -4296.212890625
88.75 24.75 -4296.58837890625
88.75 25.25 -4297.15673828125
88.75 25.75 -4297.85888671875
88.75 26.25 -4298.6005859375
88.75 26.75 -4299.345703125
88.75 27.25 -4300.02099609375
88.75 27.75 -4300.54248046875
88.75 28.25 -4300.82958984375
88.75 28.75 -4300.87353515625
88.75 29.25 -4300.8388671875
88.75 29.75 -4300.9716796875
88.75 30.25 -4301.06103515625
88.75 30.75 -4300.9892578125
88.75 31.25 -4300.794921875
88.75 31.75 -4300.564453125
