DATE,TIME,TAIR,RH,TCNR4,KINC,KOUT,LINC,LOUT,WSPD1,WSPD2,WINDDIR,SR50
3/7/2019,8:00:00,-15.715,6.649,-27.76744667,251.1687567,80.18922,130.4079333,205.6690333,NA,3.018666667,240.1365002,0.948
3/7/2019,9:00:00,-14.575,8.783333333,-22.79073,691.6097167,287.70585,136.0278667,222.8162167,NA,3.420666667,249.7357806,0.954
3/7/2019,10:00:00,-13.54666667,13.53333333,-18.22079,923.8595667,507.8581833,139.49965,239.5288833,NA,4.727333333,259.4061655,0.959
3/7/2019,11:00:00,-11.94166667,17.04833333,-13.88939667,1077.2575,692.3645833,144.8659667,256.2272833,NA,4.481333333,243.7037595,0.964
3/7/2019,12:00:00,-10.84833333,21.91333333,-10.74022,1147.443667,827.5801167,149.23215,268.8728,NA,4.663166667,231.844542,NA
3/7/2019,13:00:00,-10.92,25.28833333,-10.11484233,1139.797333,911.46565,148.7041,271.4381833,NA,5.963666667,228.9540761,0.959
3/7/2019,14:00:00,-10.85833333,28.72333333,-9.5815755,1043.02265,927.0820833,149.7817833,273.6454,NA,5.794833333,229.0972899,0.965
3/7/2019,15:00:00,-10.95666667,28.89166667,-10.08132983,868.3470667,878.0854833,149.9234167,271.57685,NA,5.600333333,224.6449885,0.954
3/7/2019,16:00:00,-11.38,31.80333333,-11.19422333,623.19125,756.1595167,150.3642667,267.0148667,NA,4.3565,234.2283809,NA
3/7/2019,17:00:00,-12.495,31.12333333,-14.06815667,335.9010167,551.8971833,149.1468833,255.5051833,NA,2.960833333,249.3793652,NA
3/7/2019,18:00:00,-14.27833333,30.46666667,-19.24966333,76.90036833,290.5460667,140.91475,235.7376833,NA,2.017333333,309.2388984,NA
3/7/2019,19:00:00,-16.52833333,17.65666667,-27.37502167,0,0,133.2073333,206.9718167,NA,1.334833333,334.1127883,0.963
3/7/2019,20:00:00,-17.155,9.6855,-30.218565,0,0,130.4714167,197.4939167,NA,0.9805,306.4034464,NA
3/7/2019,21:00:00,-16.94333333,7.523,-30.406825,0,0,129.2149667,196.8893667,NA,1.377833333,293.1317638,NA
3/7/2019,22:00:00,-16.58666667,6.056666667,-30.00191833,0,0,130.6842167,198.2039167,NA,1.279666667,285.1768434,0.969
3/7/2019,23:00:00,-16.91,5.413833333,-30.76076667,0,0,132.35935,195.7390167,NA,0.965,299.9209251,0.961
3/8/2019,0:00:00,-16.85333333,5.536333333,-30.703635,0,0,131.8992,195.9267333,NA,1.243666667,279.9224148,0.991
3/8/2019,1:00:00,-17.105,6.258666667,-30.24675667,0,0,133.6546333,197.4027833,NA,1.897833333,316.0119119,0.966
3/8/2019,2:00:00,-17.09666667,6.460666667,-30.73179,0,0,133.5466667,195.83765,NA,1.242833333,319.7626641,NA
3/8/2019,3:00:00,-17.19,7.559833333,-30.32416,0,0,132.0484333,197.1605833,NA,1.854833333,337.8490576,0.965
3/8/2019,4:00:00,-17.12333333,8.366666667,-29.50046167,0,0,132.8977167,199.8426667,NA,2.33,340.0565815,0.961
3/8/2019,5:00:00,-17.405,8.593333333,-30.308975,0,0,134.53955,197.2025167,NA,1.415166667,348.3276487,0.972
3/8/2019,6:00:00,-16.03666667,8.1345,-29.71868667,0,0,135.2070333,199.1327167,NA,1.453166667,289.9763969,0.975
3/8/2019,7:00:00,-16.82833333,10.46166667,-29.41354,8.5997905,12.95964183,135.1753167,200.1344333,NA,1.888666667,351.9349155,0.97
3/8/2019,8:00:00,-15.78666667,10.46333333,-26.78981167,253.2732217,80.68470333,139.2132167,208.9073333,NA,3.4195,352.6794491,NA
3/8/2019,9:00:00,-13.79333333,9.098666667,-22.83807833,676.5031833,284.5276333,146.2982167,222.6456833,NA,1.797,13.36636539,NA
3/8/2019,10:00:00,-12.15666667,13.42666667,-16.96221333,892.0598833,503.79855,153.0978167,244.3337333,NA,1.7405,94.41965806,NA
3/8/2019,11:00:00,-9.36,14.345,-10.85801317,1032.282283,671.7332167,161.61315,268.4294667,NA,1.509666667,148.0797017,0.967
3/8/2019,12:00:00,-8.495333333,22.96,-6.317709167,1100.621167,794.2086333,167.1163667,287.4776,NA,1.132,200.1442598,NA
3/8/2019,13:00:00,-8.308,28.57833333,-3.751367667,1079.769667,862.81195,171.42185,298.6792167,NA,1.217833333,269.9871795,NA
3/8/2019,14:00:00,-8.302833333,34.14333333,-2.459899667,988.0790167,873.7007667,174.0680833,304.4458167,NA,0.9875,284.0683704,NA
3/8/2019,15:00:00,-9.786666667,50.83166667,-3.902513333,824.8865,841.4718167,172.0311167,298.01895,NA,1.6295,307.2669043,NA
3/8/2019,16:00:00,-8.051833333,52.71,-4.908279167,583.51265,732.0554667,175.6740667,293.58575,NA,0.9405,228.3308149,0.973
3/8/2019,17:00:00,-8.086833333,53.37833333,-8.264241,316.2698,543.9020667,175.7337333,279.2037833,NA,0.932166667,200.8858348,NA
3/8/2019,18:00:00,-11.46666667,72.22333333,-14.657735,72.22194318,217.308845,171.73955,253.5047333,NA,0.9205,104.4822585,NA
3/8/2019,19:00:00,-15.07,79.03166667,-22.61815833,0,0,167.9502333,223.4071833,NA,1.376666667,45.35856894,0.978
3/8/2019,20:00:00,-15.09666667,81.36666667,-18.95068833,0,0,209.1947667,236.8221667,NA,1.491333333,20.09288477,NA
3/8/2019,21:00:00,-14.87333333,83.16666667,-16.767005,0,0,229.0956167,245.0028333,NA,1.168833333,9.682056451,NA
3/8/2019,22:00:00,-15.245,82.23333333,-17.02090667,0,0,227.4005333,244.0354333,NA,1.371,5.008128948,0.987
3/8/2019,23:00:00,-14.81833333,82.53333333,-16.363965,0.103869467,0.559191333,241.5615667,246.56155,NA,1.0135,348.7013194,0.985
3/9/2019,0:00:00,-14.72,82.56666667,-15.29213833,0,0,246.3914167,250.70025,NA,0.662166667,316.5875502,0.988
3/9/2019,1:00:00,-16.27333333,81.18333333,-17.46410333,0,0,233.3324,242.3500667,NA,1.481,61.78549433,0.986
3/9/2019,2:00:00,-16.85666667,79.77,-17.96546,0,0,230.38015,240.45445,NA,1.877166667,19.60734802,0.982
3/9/2019,3:00:00,-16.76333333,67.70333333,-18.86943333,0,0,227.64995,237.0678,NA,2.315166667,64.62931971,0.985
3/9/2019,4:00:00,-14.435,37.34166667,-18.82199167,0,0,223.2272667,237.2408167,NA,1.832166667,51.83135688,0.986
3/9/2019,5:00:00,-14.58666667,28.11,-21.15457,0,0,181.8214667,228.7658667,NA,2.547666667,85.52940377,0.987
3/9/2019,6:00:00,-14.96833333,27.84166667,-25.39204167,0,0,147.5133,213.6602833,NA,3.182666667,77.10308836,0.983
3/9/2019,7:00:00,-14.245,26.19166667,-25.13977333,9.949347333,13.12502467,146.0956333,214.53805,NA,3.236333333,65.99711333,0.982
3/9/2019,8:00:00,-13.67833333,24.76333333,-25.71750167,261.5549033,81.99312833,145.7614,212.5466833,NA,1.729166667,61.68915716,0.989
3/9/2019,9:00:00,-12.61,18.60833333,-21.90177667,692.6631667,280.8777667,148.4704833,226.0092333,NA,1.857,347.9497889,1.001
3/9/2019,10:00:00,-10.43666667,15.14,-16.24163167,912.6017167,487.8848333,152.2751333,247.0883833,NA,1.757333333,315.2941224,0.994
3/9/2019,11:00:00,-8.901666667,15.71166667,-10.79754733,1058.618167,662.5657,157.1795,268.6650333,NA,1.865666667,225.8370187,NA
3/9/2019,12:00:00,-9.085,21.62833333,-7.100038833,1129.404667,797.48895,160.8432667,284.1120667,NA,2.086166667,276.6470714,NA
3/9/2019,13:00:00,-9.328333333,31.34166667,-5.518378,1118.4995,877.1508,165.1755833,290.9180667,NA,2.357166667,265.574835,NA
3/9/2019,14:00:00,-9.4,44.96166667,-4.630972333,1017.826483,901.2068333,169.6099167,294.7955833,NA,2.3385,280.3572888,0.998
3/9/2019,15:00:00,-9.29,60.48,-4.171440667,847.9305,865.4623,178.1728333,296.8175833,NA,1.942166667,269.168378,NA
3/9/2019,16:00:00,-9.886666667,72.38166667,-6.795050333,511.1658833,513.0620667,234.7060333,285.5062833,NA,1.708666667,265.6476419,0.997
3/9/2019,17:00:00,-11.00666667,83.1,-9.941252333,208.0432333,184.21765,258.9883,272.1573667,NA,1.258,210.363066,0.995
3/9/2019,18:00:00,-11.80833333,85.56666667,-11.67995667,64.51839483,56.0806235,263.4655833,265.0395667,NA,1.483833333,195.9181776,NA
3/9/2019,19:00:00,-12.265,85.18333333,-12.58353667,0.541874267,0.649950383,261.38815,261.38815,NA,1.084333333,187.8204514,NA
3/9/2019,20:00:00,-12.04333333,85.43333333,-12.44213333,0,0,261.956,261.956,NA,1.5905,213.2206041,NA
3/9/2019,21:00:00,-12.5,84.9,-12.72076667,0,0,260.8377833,260.8377833,NA,1.594666667,244.7692098,NA
3/9/2019,22:00:00,-12.62166667,84.58333333,-12.83204333,0,0,260.3919833,260.3919833,NA,0.9835,235.5926964,0.936
3/9/2019,23:00:00,-12.60166667,84.61666667,-12.93064833,0,0,260.0063333,259.9982,NA,0.931833333,263.7590277,0.932
3/10/2019,0:00:00,-12.73166667,84.45,-12.97349167,0,0,259.8271667,259.8271667,NA,1.002333333,257.1668736,NA
3/10/2019,1:00:00,-14.52666667,82.2,-16.77167167,0,0,212.6095833,245.1499167,NA,1.213333333,292.7635023,NA
3/10/2019,2:00:00,-16.305,70.06166667,-23.557025,0,0,144.85855,220.1136167,NA,1.493666667,357.7926751,NA
3/10/2019,3:00:00,-15.66166667,42.78666667,-27.607265,0,0,142.6374167,206.1327667,NA,1.7325,92.82401984,NA
3/10/2019,4:00:00,-15.48833333,26.48666667,-27.967985,0,0,138.9978833,204.9237333,NA,1.986833333,54.93911982,NA
3/10/2019,5:00:00,-15.83333333,24.16166667,-28.02735833,0,0,138.1317333,204.7183667,NA,2.313333333,59.57898995,NA
3/10/2019,6:00:00,-14.86666667,17.76333333,-29.32426167,0,0,134.60125,200.4359167,NA,1.38,19.50567771,NA
3/10/2019,7:00:00,-15.265,12.96666667,-29.47305833,9.395001267,14.93430283,131.78275,199.9406333,NA,1.535,23.88339575,NA
3/10/2019,8:00:00,-14.25666667,8.252666667,-28.87655333,276.202715,89.69673,130.5283,201.9157,NA,1.7095,13.59430071,NA
3/10/2019,9:00:00,-12.85833333,4.805333333,-24.73834167,711.55515,310.9039333,133.7457167,215.9952167,NA,1.952833333,19.10270198,0.941
3/10/2019,10:00:00,-11.085,5.091666667,-18.835235,932.6257167,532.6910333,138.1808333,237.2725833,NA,2.500666667,342.8320407,0.956
3/10/2019,11:00:00,-7.492666667,6.579333333,-12.1815725,1060.443833,706.7566167,148.8405833,263.1126,NA,1.116666667,312.5009532,NA
3/10/2019,12:00:00,-5.8945,7.508833333,-6.592359667,1102.343833,817.6051667,158.5599,286.3126333,NA,0.84,173.3150108,0.966
3/10/2019,13:00:00,-5.006333333,10.84333333,-3.947761167,1072.505833,880.2029667,165.3139167,297.8135833,NA,0.962666667,210.6543033,0.973
3/10/2019,14:00:00,-6.094666667,21.48666667,-3.189201333,991.5126,887.90145,167.7161833,301.1758333,NA,0.985333333,256.3489272,NA
3/10/2019,15:00:00,-7.5295,32.155,-3.8162485,834.6151333,844.3931167,169.7307167,298.3900833,NA,1.284333333,272.3663495,0.989
3/10/2019,16:00:00,-8.376,46.79333333,-5.144254833,600.4416667,741.5396333,170.45805,292.5442167,NA,1.375166667,295.8393777,NA
3/10/2019,17:00:00,-8.2705,64.97666667,-6.8172945,329.74295,564.3840333,178.3957167,285.31645,NA,0.995166667,305.3684512,1.02
3/10/2019,18:00:00,-10.05216667,44.9,-12.91776617,54.64164283,183.9416167,163.60295,260.3492833,NA,0.996333333,107.8988997,1.016
3/10/2019,19:00:00,-13.38,57.40833333,-21.31489,0,0,153.5027833,228.1267667,NA,1.496666667,46.43898884,1.007
3/10/2019,20:00:00,-13.68666667,20.15833333,-24.37256167,0,0,144.34835,217.2026333,NA,1.9075,38.21966319,1.011
3/10/2019,21:00:00,-12.24833333,34.92,-23.52819333,0,0,150.9827333,220.1850667,NA,1.9765,9.212207781,1.025
3/10/2019,22:00:00,-11.95333333,45.42166667,-22.86454167,0,0,154.7798667,222.5167833,NA,1.974166667,24.74671737,NA
3/10/2019,23:00:00,-12.07666667,47.23833333,-23.01979167,0,0,155.8616667,221.96955,NA,1.690833333,355.9967864,NA
3/11/2019,0:00:00,-12.78,49.22166667,-23.53526333,0,0,156.1352167,220.1378,NA,1.99,75.93973345,NA
3/11/2019,1:00:00,-12.14833333,43.38166667,-24.13595833,0,0,150.2290167,218.0348,NA,1.598666667,118.0778085,1.017
3/11/2019,2:00:00,-12.27166667,33.64833333,-25.39614833,0,0,147.5348167,213.6580667,NA,1.119,333.3445035,1.013
3/11/2019,3:00:00,-12.46833333,27.12166667,-25.481675,0,0,145.0841167,213.3606667,NA,1.734,336.1181359,1.006
3/11/2019,4:00:00,-11.91833333,14.59333333,-25.99484333,0,0,142.1641667,211.60745,NA,1.611666667,316.5663509,NA
3/11/2019,5:00:00,-11.99833333,8.523,-26.96640667,0,0,136.9712333,208.2936,NA,1.497,316.450543,1.027
3/11/2019,6:00:00,-11.97833333,5.866833333,-26.65317167,0,0,137.26355,209.3707167,NA,1.741166667,312.4784691,NA
3/11/2019,7:00:00,-11.86333333,4.351,-27.13068833,8.062836667,14.628545,135.3799833,207.7444,NA,1.425333333,240.0315685,NA
3/11/2019,8:00:00,-11.66833333,3.554666667,-26.86416167,279.2876517,86.875625,135.9170167,208.6909833,NA,1.431333333,263.042773,1.027
3/11/2019,9:00:00,-9.971666667,6.349166667,-20.08678,712.9447,295.4642667,144.0825333,232.6558833,NA,3.329833333,240.2694344,1.016
3/11/2019,10:00:00,-8.838333333,9.235,-14.99779167,935.8843833,507.5230167,148.45475,251.8816,NA,3.068666667,251.3939961,NA
3/11/2019,11:00:00,-7.583,13.70666667,-10.25435017,1083.673833,683.2118667,154.3936,270.903,NA,3.078666667,230.7017775,1.016
3/11/2019,12:00:00,-6.507333333,15.55166667,-6.013237833,1138.704667,799.837,159.3893,288.8000833,NA,2.233166667,249.9195876,NA
3/11/2019,13:00:00,-7.447833333,22.75,-4.871877667,1127.114333,875.7863333,162.7283,293.7433,NA,2.556,256.5408026,NA
3/11/2019,14:00:00,-7.171666667,23.40333333,-3.471555833,1021.1998,881.79185,165.7275833,299.9234833,NA,1.7035,253.4124896,1.027
3/11/2019,15:00:00,-7.265833333,27.01166667,-3.795280833,844.95495,832.4293167,167.8132667,298.4980667,NA,2.056166667,262.8548788,1.024
3/11/2019,16:00:00,-7.394833333,35.14666667,-5.672778333,615.7444,736.3280333,165.4308,290.2455333,NA,2.372,243.3749098,1.052
3/11/2019,17:00:00,-7.479,30.68,-7.094185,329.0411667,558.79805,161.80445,284.1487167,NA,1.470166667,281.3873219,NA
3/11/2019,18:00:00,-9.043333333,21.46833333,-12.29617733,74.69984167,308.4443167,156.3743167,262.6395667,NA,1.405666667,289.8367731,NA
3/11/2019,19:00:00,-12.52666667,49.16666667,-20.78998333,0,0,158.3684667,230.03235,NA,0.496333333,305.3272933,1.029
3/11/2019,20:00:00,-13.61833333,69.945,-22.85250333,0,0,163.92765,222.5607333,NA,0.732333333,3.257856769,1.037
3/11/2019,21:00:00,-13.46666667,69.285,-22.45507833,0,0,161.0176,223.9953667,NA,1.856333333,49.52605949,1.039
3/11/2019,22:00:00,-13.05166667,55.82166667,-23.63397167,0,0,154.04005,219.7947667,NA,1.7835,58.92579226,1.028
3/11/2019,23:00:00,-13.19333333,49.09333333,-24.00170833,0,0,152.5649,218.4989667,NA,2.183333333,89.89568662,1.036
3/12/2019,0:00:00,-13.38833333,50.98666667,-24.79219167,0,0,150.1469333,215.74015,NA,1.162333333,3.286652374,1.023
3/12/2019,1:00:00,-13.23666667,46.665,-24.74761833,0,0,147.1517833,215.9023833,NA,1.796166667,359.9690856,1.021
3/12/2019,2:00:00,-12.64,28.78333333,-24.036075,0,0,141.7933333,218.3912,NA,2.857333333,254.8335215,1.038
3/12/2019,3:00:00,-12.94333333,27.55666667,-23.89212333,0,0,140.8933167,218.8996667,NA,2.875166667,234.0584835,1.045
3/12/2019,4:00:00,-13.435,25.98833333,-25.323695,0,0,140.2727167,213.90725,NA,2.354833333,316.5693872,1.04
3/12/2019,5:00:00,-13.71833333,25.26,-24.58643667,0,0,138.99825,216.4575833,NA,3.566,344.5035427,1.039
3/12/2019,6:00:00,-13.77833333,17.77833333,-26.12661,0,0,136.5922833,211.1596833,NA,2.079333333,340.9846884,1.026
3/12/2019,7:00:00,-13.95833333,14.11833333,-27.21409333,9.0512468,16.06665183,134.04995,207.45655,NA,1.8775,333.7227319,1.032
3/12/2019,8:00:00,-13.41,11.72833333,-27.128225,286.28944,87.63923167,135.57165,207.7489,NA,1.531,327.9594319,1.042
3/12/2019,9:00:00,-11.63833333,10.04666667,-22.56703333,708.8327667,288.9279333,143.3702167,223.6460833,NA,1.2995,295.3474357,1.038
3/12/2019,10:00:00,-9.280666667,9.496666667,-15.64716167,927.3735667,495.815,152.4624333,249.3963833,NA,2.106666667,344.4901052,1.05
3/12/2019,11:00:00,-7.2765,11.26333333,-9.476924333,1055.677833,656.1286333,162.8566333,274.1326833,NA,1.447833333,185.9095595,1.046
3/12/2019,12:00:00,-7.359333333,19.49833333,-5.306647,1119.437167,778.744,170.139,291.87335,NA,1.752666667,188.9387055,1.042
3/12/2019,13:00:00,-6.265666667,23.17,-2.605611,1094.734833,843.3341,176.6770333,303.7909667,NA,1.297,222.3251669,1.034
3/12/2019,14:00:00,-6.399666667,30.08,-2.012026333,989.6010667,850.6546833,181.9088167,306.4632667,NA,1.284666667,251.9878608,1.032
3/12/2019,15:00:00,-6.709333333,42.32166667,-2.217069167,818.3090833,817.44555,182.7118,305.5368333,NA,1.492666667,20.4743225,1.033
3/12/2019,16:00:00,-6.3185,44.64166667,-3.472456667,579.8575333,709.9875667,182.7922167,299.9295,NA,1.879833333,155.5593616,1.047
3/12/2019,17:00:00,-7.6495,49.51666667,-7.637752333,224.5017217,339.4438,183.8416,281.9243333,NA,1.547833333,150.3930104,1.041
3/12/2019,18:00:00,-8.626666667,46.44166667,-10.984365,62.01594833,239.2885,176.8564667,267.9040667,NA,1.923666667,93.27642782,1.041
3/12/2019,19:00:00,-10.325,44.25333333,-17.03986333,0,0,174.0884667,243.9885667,NA,2.839666667,73.35150501,1.044
3/12/2019,20:00:00,-10.2,39.87666667,-18.84385833,0,0,176.7973667,237.1628167,NA,2.639166667,65.3515012,1.047
3/12/2019,21:00:00,-10.17333333,35.39333333,-19.36962833,0,0,176.6310167,235.2084833,NA,3.1135,66.75575751,1.045
3/12/2019,22:00:00,-10.345,30.77833333,-20.853775,0,0,165.8852333,229.7542833,NA,1.913,69.02052651,1.05
3/12/2019,23:00:00,-10.78833333,34.67166667,-19.78309167,0.00576955,0,195.3049333,233.7248667,NA,1.849666667,65.31264908,1.049
3/13/2019,0:00:00,-10.46666667,29.35,-18.48580167,0,0,206.1431667,238.55595,NA,1.1175,303.2818741,1.05
3/13/2019,1:00:00,-11.14,21.83333333,-22.08711833,0,0,168.89985,225.29455,NA,1.3555,328.256128,1.055
3/13/2019,2:00:00,-11.01166667,13.10833333,-21.093315,0,0,182.6554167,228.8933333,NA,2.165166667,347.564656,1.05
3/13/2019,3:00:00,-10.985,10.81166667,-21.71423,0,0,176.9103167,226.6354167,NA,1.715166667,329.8830013,1.046
3/13/2019,4:00:00,-11.25,11.04166667,-21.89809833,0,0,168.4359167,225.9722,NA,2.4175,353.4084893,1.049
3/13/2019,5:00:00,-11.25833333,9.068333333,-22.03213333,0,0,169.5888667,225.4961333,NA,1.859666667,349.8726153,1.051
3/13/2019,6:00:00,-11.485,6.685333333,-23.85727667,0,0,160.9185,219.0125167,NA,0.9445,317.9434265,1.051
3/13/2019,7:00:00,-11.72833333,6.872833333,-23.76173,18.59840283,20.0501195,158.0461667,219.3481333,NA,1.7325,354.205764,1.052
3/13/2019,8:00:00,-11.40666667,6.089,-22.75268833,301.8972383,95.10368333,156.5494167,222.9153667,NA,2.248833333,352.7528728,1.064
3/13/2019,9:00:00,-9.841666667,4.516333333,-18.96267,701.39355,283.3040167,159.3149333,236.7601,NA,2.817166667,340.3006829,1.059
3/13/2019,10:00:00,-7.618,5.649,-13.57614167,913.0241,483.17205,165.9265,257.5070333,NA,1.393333333,8.773060374,1.06
3/13/2019,11:00:00,-5.950333333,9.944166667,-7.634544833,1049.672167,644.3633,174.1506167,281.8774833,NA,1.553,320.8744794,1.066
3/13/2019,12:00:00,-4.857833333,13.05166667,-2.844527,1105.397833,754.1163833,179.5889167,302.73665,NA,1.051666667,302.4136582,1.059
3/13/2019,13:00:00,-4.057666667,16.51666667,-1.043897,1083.563333,817.7154333,182.1696167,310.8656833,NA,0.810833333,292.5013952,1.057
3/13/2019,14:00:00,-3.1485,18.65833333,-0.897267517,984.6392167,835.5791,181.7343167,311.5433,NA,1.166333333,301.378916,NA
3/13/2019,15:00:00,-3.922833333,15.32166667,-2.985984667,839.19995,814.7529167,178.9857167,302.1133333,NA,3.059,246.3808516,NA
3/13/2019,16:00:00,-3.5445,18.57833333,-4.041747333,607.1033167,718.7498833,179.9763,297.3896833,NA,2.472333333,230.0274477,NA
3/13/2019,17:00:00,-2.994333333,17.05166667,-4.591040167,324.1036167,545.3785333,179.1198833,294.9797667,NA,1.5605,211.0396105,1.071
3/13/2019,18:00:00,-4.359,20.83,-7.835925333,74.99015833,306.1515833,176.0585333,280.9945667,NA,1.357333333,231.1932825,1.069
3/13/2019,19:00:00,-7.395833333,29.16833333,-13.55181167,0,0,173.8465333,257.5614667,NA,2.378,204.164984,1.067
3/13/2019,20:00:00,-8.144,35.14833333,-16.67372167,0,0,173.4827333,245.3799667,NA,2.0035,261.4443346,1.069
3/13/2019,21:00:00,-8.345,39.40666667,-16.46925167,0,0,174.3147333,246.1499833,NA,3.456333333,240.9667849,1.073
3/13/2019,22:00:00,-9.246666667,41.835,-17.45318167,0,0,178.2250833,242.4015,NA,2.573,257.7581387,1.072
3/13/2019,23:00:00,-10.01833333,42.775,-17.09635,0,0,198.0379833,243.7555833,NA,1.763666667,266.6723061,1.072
3/14/2019,0:00:00,-10.45,40.14,-15.287085,0,0,224.4495667,250.7158833,NA,2.639,274.6362952,1.07
3/14/2019,1:00:00,-10.63833333,52.885,-13.51582333,0,0,247.47055,257.69105,NA,3.2255,281.482515,1.075
3/14/2019,2:00:00,-10.90166667,66.32,-12.27984,0,0,259.7994667,262.60945,NA,3.3105,271.1570092,NA
3/14/2019,3:00:00,-11.82333333,82.11333333,-12.30755833,0,0,259.9660167,262.4989333,NA,2.884833333,302.3099756,NA
3/14/2019,4:00:00,-11.50666667,83.56666667,-11.87158,0,0,262.2507833,264.2590333,NA,3.034833333,280.7769318,NA
3/14/2019,5:00:00,-11.05833333,86.23333333,-11.340195,0,0,263.6659833,266.4126667,NA,3.224,261.4543576,NA
3/14/2019,6:00:00,-10.99666667,86.31666667,-11.318905,0,0,263.95625,266.4993667,NA,4.147666667,261.6463905,NA
3/14/2019,7:00:00,-10.86833333,86.33333333,-11.10344833,18.00286835,16.14915862,265.0025667,267.3778167,NA,4.358333333,266.1855202,NA
3/14/2019,8:00:00,-10.71833333,86.13333333,-10.449645,98.55589833,87.53338,267.44155,270.0569667,NA,3.722166667,271.795872,NA
3/14/2019,9:00:00,-10.32833333,85.81666667,-10.05396817,278.1610333,240.9623833,262.6867833,271.6908833,NA,4.356666667,256.1935967,NA
3/14/2019,10:00:00,-9.988333333,85.33333333,-9.360414333,476.659,410.7758,258.9278333,274.5707667,NA,4.921333333,257.184549,1.017
3/14/2019,11:00:00,-8.835,84.95,-7.394825833,781.15945,650.66185,262.7631667,282.8609333,NA,3.81,234.9907701,NA
3/14/2019,12:00:00,-8.323333333,83.8,-6.669049167,810.8030667,699.4662833,268.1484,285.9482167,NA,3.5735,230.2877895,NA
3/14/2019,13:00:00,-8.0875,81.8,-6.146289167,867.3295833,761.5365167,271.76685,288.2110167,NA,3.0305,239.5969511,1.014
3/14/2019,14:00:00,-8.365666667,79.74333333,-6.1961055,819.7131167,715.5004833,263.7294,287.9917167,NA,3.802333333,257.3604888,1.009
3/14/2019,15:00:00,-8.223,74.985,-5.92108,764.1372167,683.17405,254.6577833,289.2075,NA,3.587666667,244.2456252,1.033
3/14/2019,16:00:00,-8.735,72.90833333,-7.638487333,550.3689667,514.9779,251.9860333,281.82245,NA,4.112333333,239.2499624,1.008
3/14/2019,17:00:00,-9.621666667,72.14666667,-9.806665333,304.7483667,312.9062333,232.1595167,272.7363667,NA,4.8375,248.8459709,1.002
3/14/2019,18:00:00,-10.73166667,70.03666667,-12.87959333,62.86351833,57.91499,230.50335,260.2077333,NA,2.363333333,271.6529365,NA
3/14/2019,19:00:00,-11.005,68.24833333,-13.58481333,0.3582275,0.718220667,233.53755,257.3951,NA,3.028,253.6278727,NA
3/14/2019,20:00:00,-11.24166667,73.70666667,-13.22851833,0,0,236.2006833,258.8122667,NA,3.7245,263.2993581,1.02
3/14/2019,21:00:00,-11.46666667,75.79333333,-13.43415667,0,0,238.6212833,257.9946167,NA,3.4275,265.3934401,NA
3/14/2019,22:00:00,-11.795,88,-12.372215,0,0,252.79645,262.2396167,NA,3.137333333,306.837604,NA
3/14/2019,23:00:00,-12.12166667,85.16666667,-13.39281,0,0,240.9821333,258.1701333,NA,2.432,305.3847784,NA
3/15/2019,0:00:00,-12.87833333,76.92833333,-15.01843833,0,0,229.1179667,251.7647667,NA,2.820666667,299.5043321,NA
3/15/2019,1:00:00,-13.23333333,41.75833333,-21.19000667,0,0,165.6878167,228.6313833,NA,2.794,283.6131795,1.007
3/15/2019,2:00:00,-14.58166667,46.00166667,-24.92847,0,0,142.5558833,215.2723,NA,2.5505,322.0205717,1.007
3/15/2019,3:00:00,-15.32833333,35.38166667,-26.37106833,0,0,136.51235,210.3064,NA,2.360333333,333.8275137,1.004
3/15/2019,4:00:00,-15.47333333,22.79666667,-26.706525,0,0,134.5625167,209.1743667,NA,2.669666667,311.9473784,1.006
3/15/2019,5:00:00,-15.32166667,17.70833333,-26.736485,0,0,132.4324667,209.0723167,NA,3.0745,313.5412067,1.007
3/15/2019,6:00:00,-15.87833333,19.84833333,-26.58935833,0,0,134.9127833,209.5635167,NA,3.407333333,312.3853482,1.008
3/15/2019,7:00:00,-16.13333333,23.08833333,-26.701155,13.38733017,18.64735533,134.6591333,209.18785,NA,3.252833333,304.9781262,1.01
3/15/2019,8:00:00,-15.11666667,23.95666667,-25.60738833,306.4536217,96.36806333,137.0825,212.9354167,NA,2.7895,316.7810699,1.01
3/15/2019,9:00:00,-13.51833333,21.15333333,-22.57228667,721.63335,307.6358667,145.2630833,223.64535,NA,1.273166667,280.1141392,1.015
3/15/2019,10:00:00,-12.43,23.44333333,-15.735595,834.12475,493.7905,175.4611167,249.0182167,NA,2.474,281.1278097,1.013
3/15/2019,11:00:00,-11.04333333,31.66333333,-10.72619517,866.7503833,625.48485,215.9081833,268.9375667,NA,2.403666667,253.7089409,NA
3/15/2019,12:00:00,-9.74,40.45833333,-8.633644333,1103.290133,817.3533833,191.38115,277.71835,NA,3.411666667,225.2944567,1.017
3/15/2019,13:00:00,-9.005,50.88,-6.5671885,1000.48185,819.3108,241.2438833,286.4085167,NA,3.3565,222.2840734,NA
3/15/2019,14:00:00,-10.15333333,62.325,-7.651372667,864.0782333,740.8810333,234.9500833,281.7556,NA,3.652333333,238.9662807,1.018
3/15/2019,15:00:00,-10.34833333,61.935,-7.908130833,763.2933,682.8721,233.0827667,280.7177333,NA,4.647,246.1816289,1.046
3/15/2019,16:00:00,-10.49166667,59.31833333,-8.829452667,565.4847833,600.6558333,202.2811167,276.8172,NA,3.705,241.4094439,NA
